"order_id","product_id","quantity","revenue"
"O000047","P0024","4","4885.08"
"O000047","P0015","4","3753.00"
"O000047","P0006","1","3279.79"
"O000047","P0013","2","7145.50"
"O000048","P0021","3","4370.94"
"O000048","P0024","2","2483.58"
"O000048","P0004","1","5893.98"
"O000049","P0019","3","5053.50"
"O000050","P0015","2","1843.44"
"O000051","P0024","2","2390.96"
"O000051","P0006","4","12336.32"
"O000051","P0027","4","3424.68"
"O000051","P0019","2","3105.04"
"O000052","P0024","5","6473.95"
"O000052","P0026","1","1184.22"
"O000052","P0008","1","1389.09"
"O000052","P0018","5","8583.30"
"O000053","P0028","4","8916.48"
"O000053","P0010","5","12033.10"
"O000053","P0012","4","2580.88"
"O000054","P0005","4","12106.76"
"O000054","P0010","1","2365.92"
"O000054","P0004","5","32365.25"
"O000055","P0003","4","11371.80"
"O000055","P0008","5","6494.45"
"O000055","P0019","3","4602.99"
"O000055","P0024","4","4787.48"
"O000056","P0012","3","2035.89"
"O000056","P0003","5","13995.80"
"O000056","P0016","3","9496.17"
"O000056","P0028","3","6600.42"
"O000057","P0020","4","4588.16"
"O000057","P0024","2","2409.58"
"O000057","P0027","1","851.65"
"O000057","P0011","2","2856.70"
"O000058","P0010","4","10069.44"
"O000058","P0020","2","2372.68"
"O000058","P0030","4","10208.32"
"O000058","P0027","3","2577.33"
"O000059","P0007","3","4612.35"
"O000059","P0024","3","3709.92"
"O000059","P0022","2","896.56"
"O000059","P0002","5","13510.30"
"O000060","P0030","3","7570.83"
"O000060","P0027","4","3066.80"
"O000060","P0012","1","649.11"
"O000061","P0027","3","2427.66"
"O000061","P0006","2","6821.88"
"O000061","P0012","1","669.46"
"O000062","P0023","2","669.46"
"O000062","P0025","3","3560.79"
"O000062","P0029","2","1053.80"
"O000063","P0004","4","19727.40"
"O000064","P0001","3","17511.24"
"O000064","P0030","5","12651.15"
"O000064","P0021","3","4382.28"
"O000064","P0003","3","8178.75"
"O000065","P0030","5","12511.35"
"O000066","P0023","5","1620.50"
"O000066","P0026","2","2574.20"
"O000066","P0017","2","2257.38"
"O000066","P0012","5","3279.05"
"O000067","P0021","2","2923.18"
"O000067","P0003","5","13385.10"
"O000067","P0019","1","1653.72"
"O000067","P0026","3","3867.69"
"O000068","P0019","2","3159.90"
"O000069","P0016","3","9875.31"
"O000070","P0008","4","5682.92"
"O000071","P0009","3","5142.57"
"O000071","P0006","4","12887.96"
"O000071","P0022","2","1019.94"
"O000071","P0029","4","2167.32"
"O000072","P0030","5","12670.95"
"O000072","P0016","1","3210.90"
"O000073","P0019","4","6539.56"
"O000073","P0018","3","4867.98"
"O000073","P0005","4","11762.20"
"O000073","P0020","2","2198.36"
"O000074","P0012","3","2131.02"
"O000074","P0013","2","7093.00"
"O000074","P0008","2","2699.68"
"O000075","P0021","3","4442.94"
"O000075","P0017","4","4418.56"
"O000075","P0012","4","2802.56"
"O000076","P0019","2","2945.80"
"O000077","P0014","3","1709.67"
"O000078","P0012","5","3606.15"
"O000078","P0007","1","1710.30"
"O000078","P0009","4","7094.08"
"O000078","P0030","5","12493.35"
"O000079","P0008","1","1327.56"
"O000080","P0008","1","1329.39"
"O000081","P0004","2","12389.12"
"O000081","P0005","5","14252.05"
"O000081","P0003","5","14720.95"
"O000081","P0028","4","9260.76"
"O000082","P0001","4","20926.44"
"O000083","P0002","4","10749.08"
"O000083","P0013","5","17583.15"
"O000083","P0011","3","4131.48"
"O000084","P0016","4","12724.20"
"O000084","P0008","5","6545.10"
"O000084","P0018","4","6169.00"
"O000085","P0016","3","9389.97"
"O000085","P0003","1","2757.79"
"O000085","P0020","3","3226.29"
"O000086","P0012","1","634.67"
"O000087","P0009","2","3340.28"
"O000087","P0014","5","2690.65"
"O000088","P0027","4","3312.72"
"O000089","P0009","3","5093.58"
"O000089","P0024","1","1297.37"
"O000089","P0010","1","2383.55"
"O000089","P0025","4","4449.92"
"O000090","P0010","3","6916.71"
"O000091","P0004","1","6460.41"
"O000091","P0011","2","2977.52"
"O000091","P0018","4","6879.76"
"O000091","P0003","4","11291.12"
"O000092","P0030","3","7316.49"
"O000092","P0007","5","8000.05"
"O000093","P0002","1","2652.01"
"O000094","P0019","5","8244.70"
"O000094","P0029","1","570.95"
"O000094","P0005","3","8167.80"
"O000095","P0021","2","3016.26"
"O000095","P0009","5","8650.65"
"O000096","P0005","4","11999.28"
"O000096","P0016","1","3015.26"
"O000096","P0012","5","3317.70"
"O000096","P0013","1","3563.55"
"O000097","P0001","3","17804.16"
"O000098","P0017","3","3581.55"
"O000098","P0014","1","574.02"
"O000098","P0018","1","1609.98"
"O000099","P0012","4","2233.16"
"O000099","P0024","4","5109.80"
"O000100","P0005","5","14663.85"
"O000101","P0015","2","1728.02"
"O000101","P0029","1","499.14"
"O000102","P0014","1","540.10"
"O000102","P0010","3","6684.12"
"O000103","P0025","1","1122.72"
"O000104","P0001","2","12172.76"
"O000104","P0022","2","978.56"
"O000105","P0009","4","6686.24"
"O000105","P0019","4","5405.76"
"O000106","P0004","3","18327.24"
"O000106","P0022","2","946.34"
"O000106","P0005","1","3004.22"
"O000106","P0010","4","9389.16"
"O000107","P0024","2","2032.62"
"O000108","P0012","4","2664.88"
"O000108","P0009","2","3259.60"
"O000108","P0014","3","1675.50"
"O000109","P0024","1","1293.86"
"O000109","P0001","2","12022.40"
"O000109","P0017","4","4333.48"
"O000110","P0020","4","4421.32"
"O000111","P0026","1","1166.12"
"O000111","P0022","2","902.20"
"O000111","P0013","4","14312.00"
"O000112","P0029","2","951.00"
"O000113","P0027","5","4206.30"
"O000114","P0001","4","24774.36"
"O000115","P0024","2","2422.64"
"O000115","P0026","1","1241.89"
"O000115","P0006","1","3230.90"
"O000116","P0028","4","8556.08"
"O000116","P0024","5","6180.55"
"O000117","P0013","1","3592.86"
"O000117","P0025","5","5592.25"
"O000117","P0007","4","6483.96"
"O000118","P0002","5","13748.90"
"O000118","P0012","5","3522.80"
"O000119","P0020","2","2223.20"
"O000119","P0028","5","11376.25"
"O000119","P0022","4","1964.32"
"O000120","P0017","1","949.71"
"O000120","P0024","3","3247.02"
"O000121","P0030","3","7457.85"
"O000121","P0027","3","2245.59"
"O000121","P0024","3","3786.48"
"O000121","P0005","3","8641.95"
"O000122","P0025","5","5559.95"
"O000122","P0029","2","1070.22"
"O000122","P0011","1","1420.00"
"O000122","P0003","2","5430.06"
"O000123","P0005","1","2881.39"
"O000123","P0016","4","12783.76"
"O000123","P0025","2","2314.66"
"O000123","P0011","2","2861.30"
"O000124","P0007","4","6548.84"
"O000124","P0025","5","5877.70"
"O000125","P0017","2","2360.04"
"O000125","P0029","2","1149.52"
"O000125","P0008","4","5099.24"
"O000125","P0012","3","2139.63"
"O000126","P0013","5","19211.05"
"O000126","P0026","2","2480.42"
"O000127","P0002","1","2453.74"
"O000127","P0025","4","4467.92"
"O000128","P0001","3","16329.45"
"O000128","P0003","2","5350.48"
"O000129","P0022","3","1341.87"
"O000129","P0019","5","7973.45"
"O000129","P0017","4","4353.64"
"O000129","P0011","2","2625.44"
"O000130","P0017","4","4737.60"
"O000130","P0025","5","5866.00"
"O000131","P0027","3","2622.27"
"O000131","P0003","2","5933.12"
"O000132","P0020","4","4631.24"
"O000132","P0001","1","6181.61"
"O000132","P0005","3","8972.70"
"O000133","P0005","4","11908.80"
"O000134","P0014","5","2631.20"
"O000134","P0029","5","2759.25"
"O000135","P0008","5","7179.20"
"O000135","P0022","3","1343.37"
"O000135","P0010","3","7277.34"
"O000135","P0029","5","2579.45"
"O000136","P0007","4","6692.16"
"O000136","P0008","1","1420.67"
"O000137","P0005","1","2986.30"
"O000137","P0022","1","463.48"
"O000137","P0021","3","4231.56"
"O000138","P0022","1","488.57"
"O000138","P0026","2","2476.36"
"O000138","P0016","4","12377.92"
"O000139","P0012","1","658.76"
"O000139","P0005","3","8280.12"
"O000139","P0016","5","15451.80"
"O000140","P0009","2","3337.70"
"O000140","P0012","1","695.38"
"O000140","P0023","1","310.58"
"O000140","P0003","5","14672.30"
"O000141","P0012","4","2641.68"
"O000141","P0016","4","13181.16"
"O000141","P0020","5","5476.95"
"O000141","P0001","2","10888.22"
"O000142","P0008","2","2851.02"
"O000142","P0012","1","708.14"
"O000142","P0014","2","1114.06"
"O000143","P0007","2","3301.94"
"O000143","P0020","1","1155.58"
"O000143","P0030","4","9691.24"
"O000143","P0025","1","1192.57"
"O000144","P0028","5","11229.40"
"O000145","P0019","2","3318.70"
"O000146","P0003","1","2873.12"
"O000146","P0017","3","3494.61"
"O000147","P0020","3","3540.84"
"O000147","P0008","4","5374.88"
"O000147","P0004","4","24408.16"
"O000148","P0020","2","2109.10"
"O000148","P0009","5","7925.50"
"O000149","P0020","5","5361.65"
"O000150","P0028","3","6651.57"
"O000150","P0004","2","12787.68"
"O000150","P0012","5","3558.85"
"O000151","P0024","1","1111.61"
"O000151","P0001","2","10378.02"
"O000151","P0023","1","295.27"
"O000152","P0008","1","1393.29"
"O000153","P0010","1","2327.96"
"O000153","P0017","1","1063.29"
"O000153","P0008","2","2745.56"
"O000153","P0016","1","3302.51"
"O000154","P0011","3","3917.58"
"O000154","P0023","1","330.99"
"O000155","P0026","5","6351.75"
"O000155","P0001","5","28848.35"
"O000156","P0020","1","1076.99"
"O000156","P0024","5","5857.55"
"O000156","P0002","4","9934.48"
"O000156","P0019","1","1668.49"
"O000157","P0012","1","717.32"
"O000158","P0011","4","5759.80"
"O000158","P0008","4","5212.00"
"O000158","P0025","5","5736.35"
"O000158","P0022","1","453.87"
"O000159","P0004","3","18266.61"
"O000159","P0027","5","4017.50"
"O000160","P0019","2","3186.18"
"O000161","P0005","5","15065.95"
"O000161","P0013","3","11376.42"
"O000161","P0010","5","11177.95"
"O000162","P0011","4","5639.20"
"O000163","P0006","5","16881.45"
"O000163","P0025","1","1169.36"
"O000163","P0028","4","8858.20"
"O000164","P0027","3","2299.95"
"O000164","P0001","1","5739.82"
"O000164","P0018","2","3165.56"
"O000165","P0006","1","3319.18"
"O000165","P0014","3","1768.47"
"O000165","P0020","1","1094.56"
"O000166","P0028","3","5601.87"
"O000166","P0011","5","6116.80"
"O000167","P0021","2","2974.06"
"O000167","P0028","1","2221.24"
"O000167","P0014","3","1576.32"
"O000167","P0015","3","3034.02"
"O000168","P0015","4","3585.60"
"O000168","P0027","3","2396.28"
"O000168","P0013","3","9879.39"
"O000169","P0025","5","5319.10"
"O000169","P0026","2","2358.84"
"O000170","P0024","3","3823.98"
"O000170","P0027","1","767.24"
"O000171","P0019","1","1580.86"
"O000172","P0009","1","1696.60"
"O000172","P0003","1","3049.25"
"O000172","P0017","3","3551.43"
"O000173","P0009","2","3245.52"
"O000173","P0012","2","1382.00"
"O000174","P0010","5","11914.95"
"O000174","P0030","2","5147.52"
"O000174","P0014","5","2796.30"
"O000175","P0018","2","3419.90"
"O000175","P0027","3","2593.17"
"O000175","P0010","3","7566.90"
"O000175","P0030","1","2496.72"
"O000176","P0029","5","2769.95"
"O000176","P0007","4","6177.32"
"O000176","P0021","4","5467.20"
"O000176","P0028","3","6123.84"
"O000177","P0018","4","6815.16"
"O000178","P0012","2","1263.52"
"O000179","P0026","2","2555.46"
"O000179","P0010","3","7397.85"
"O000179","P0018","2","3455.92"
"O000180","P0005","1","2915.77"
"O000180","P0028","5","10867.15"
"O000180","P0029","3","1623.69"
"O000180","P0017","4","4794.60"
"O000181","P0027","1","840.06"
"O000181","P0013","4","15776.32"
"O000181","P0012","4","2792.84"
"O000182","P0019","2","2939.88"
"O000182","P0015","3","2992.77"
"O000182","P0023","5","1488.95"
"O000183","P0015","1","943.54"
"O000183","P0010","3","7213.32"
"O000183","P0016","4","13094.80"
"O000183","P0022","3","1451.16"
"O000184","P0019","4","6361.52"
"O000184","P0022","1","446.89"
"O000185","P0027","5","4238.80"
"O000185","P0009","3","5033.52"
"O000186","P0020","4","4490.96"
"O000186","P0030","2","4600.34"
"O000187","P0016","3","9761.79"
"O000187","P0024","1","1201.10"
"O000188","P0026","3","3838.47"
"O000189","P0012","2","1441.30"
"O000189","P0020","2","2239.78"
"O000189","P0028","1","2260.86"
"O000190","P0009","4","5713.44"
"O000190","P0030","1","2418.44"
"O000190","P0004","1","5885.92"
"O000191","P0009","4","7064.44"
"O000192","P0005","4","11561.84"
"O000192","P0021","5","6887.70"
"O000192","P0022","3","1436.52"
"O000192","P0030","2","5126.22"
"O000193","P0008","1","1268.62"
"O000194","P0001","1","5944.19"
"O000194","P0026","5","6249.70"
"O000194","P0025","4","4248.36"
"O000194","P0019","2","3094.06"
"O000195","P0024","4","4981.68"
"O000195","P0013","1","3825.16"
"O000196","P0021","3","4334.16"
"O000196","P0013","5","17565.25"
"O000197","P0014","3","1679.34"
"O000197","P0012","5","3213.45"
"O000197","P0022","3","1336.56"
"O000198","P0020","5","4559.70"
"O000198","P0024","3","3144.36"
"O000198","P0006","4","11456.88"
"O000199","P0023","2","634.66"
"O000199","P0020","4","4418.56"
"O000200","P0001","4","22532.12"
"O000200","P0013","2","7266.18"
"O000201","P0025","2","2380.68"
"O000201","P0008","1","1384.92"
"O000201","P0027","2","1546.70"
"O000201","P0024","1","1308.93"
"O000202","P0011","5","6912.35"
"O000202","P0021","3","4371.87"
"O000202","P0015","5","5138.50"
"O000202","P0025","3","3227.46"
"O000203","P0011","4","5013.00"
"O000203","P0009","2","2982.66"
"O000203","P0012","4","2343.40"
"O000204","P0017","2","2319.60"
"O000204","P0030","4","10374.12"
"O000204","P0006","1","3360.62"
"O000204","P0010","4","9337.04"
"O000205","P0012","5","3462.00"
"O000205","P0005","3","8684.91"
"O000206","P0023","3","894.99"
"O000206","P0030","2","5164.36"
"O000206","P0026","1","1232.30"
"O000206","P0014","1","528.45"
"O000207","P0005","2","5525.74"
"O000207","P0022","5","2328.50"
"O000207","P0027","1","836.14"
"O000208","P0023","4","1216.24"
"O000208","P0028","5","11045.65"
"O000209","P0020","4","4548.44"
"O000210","P0013","2","6487.60"
"O000210","P0027","4","3117.64"
"O000210","P0023","2","521.16"
"O000211","P0025","4","4284.64"
"O000211","P0028","3","5341.89"
"O000211","P0026","3","3049.47"
"O000211","P0010","1","2404.93"
"O000212","P0013","1","3867.29"
"O000212","P0001","3","18600.90"
"O000212","P0006","5","16887.70"
"O000212","P0017","1","1180.87"
"O000213","P0002","4","8452.44"
"O000213","P0014","5","2602.70"
"O000214","P0010","5","11842.20"
"O000214","P0029","5","2712.60"
"O000215","P0011","2","2842.10"
"O000215","P0014","4","2104.12"
"O000215","P0005","3","8976.96"
"O000216","P0017","4","4772.52"
"O000216","P0030","1","2316.99"
"O000216","P0002","2","5264.48"
"O000217","P0005","3","8499.24"
"O000217","P0019","4","6550.12"
"O000218","P0016","4","12706.16"
"O000218","P0007","2","3299.64"
"O000219","P0008","1","1295.05"
"O000220","P0011","5","5814.90"
"O000220","P0003","4","10710.92"
"O000221","P0029","4","1933.08"
"O000222","P0029","5","2766.50"
"O000222","P0018","3","4366.71"
"O000223","P0029","5","2877.35"
"O000223","P0023","2","664.22"
"O000223","P0014","3","1671.81"
"O000224","P0019","1","1658.33"
"O000224","P0016","3","9275.61"
"O000225","P0014","2","1136.68"
"O000225","P0026","3","3489.36"
"O000226","P0007","4","6883.52"
"O000227","P0025","5","5273.55"
"O000227","P0007","4","6765.92"
"O000227","P0002","4","10164.08"
"O000228","P0017","4","4361.60"
"O000229","P0017","5","5758.90"
"O000229","P0018","2","3365.48"
"O000229","P0028","1","2138.37"
"O000229","P0025","4","4735.16"
"O000230","P0015","1","956.42"
"O000230","P0018","3","5069.85"
"O000231","P0006","5","16634.60"
"O000231","P0015","5","4632.20"
"O000231","P0013","5","18910.10"
"O000232","P0021","1","1366.24"
"O000232","P0013","5","18134.85"
"O000232","P0010","3","6571.47"
"O000232","P0025","3","3205.74"
"O000233","P0009","4","6631.44"
"O000233","P0026","4","4772.40"
"O000233","P0025","3","3217.98"
"O000234","P0010","2","4882.64"
"O000235","P0009","3","5186.25"
"O000235","P0012","4","2736.04"
"O000235","P0014","1","544.29"
"O000235","P0006","1","3148.71"
"O000236","P0010","2","4472.26"
"O000236","P0009","4","6611.20"
"O000237","P0004","3","14805.18"
"O000237","P0009","2","3397.66"
"O000238","P0008","3","3390.84"
"O000238","P0013","2","6684.54"
"O000238","P0016","4","12073.32"
"O000239","P0022","1","477.93"
"O000239","P0015","3","2740.95"
"O000239","P0029","1","572.55"
"O000239","P0011","2","2640.76"
"O000240","P0007","5","8317.15"
"O000241","P0023","3","946.17"
"O000241","P0024","5","6242.90"
"O000242","P0014","4","2150.76"
"O000242","P0018","2","3330.84"
"O000242","P0016","1","3214.14"
"O000243","P0019","3","4713.72"
"O000243","P0020","4","4423.60"
"O000243","P0022","5","2435.80"
"O000244","P0008","3","4120.41"
"O000244","P0030","1","2376.34"
"O000244","P0018","3","5018.10"
"O000245","P0016","5","16324.40"
"O000245","P0014","4","2237.08"
"O000245","P0003","5","14666.00"
"O000245","P0010","1","2427.71"
"O000246","P0027","3","2597.04"
"O000246","P0011","4","5853.84"
"O000246","P0028","4","8610.88"
"O000247","P0009","1","1735.81"
"O000248","P0018","1","1615.51"
"O000248","P0009","1","1616.23"
"O000248","P0001","2","11815.64"
"O000248","P0022","5","2219.35"
"O000249","P0020","1","1158.75"
"O000249","P0013","5","19020.20"
"O000249","P0029","1","577.94"
"O000249","P0030","4","9717.92"
"O000250","P0012","4","2857.44"
"O000250","P0024","5","6045.20"
"O000251","P0014","4","2247.04"
"O000251","P0006","1","3417.53"
"O000251","P0027","1","839.53"
"O000252","P0001","1","6013.36"
"O000252","P0002","1","2774.23"
"O000252","P0030","3","7512.39"
"O000252","P0013","4","15574.04"
"O000253","P0005","1","2873.36"
"O000253","P0001","5","29044.15"
"O000254","P0028","3","6149.46"
"O000255","P0003","5","15057.80"
"O000255","P0021","5","7547.05"
"O000255","P0009","3","4845.06"
"O000256","P0006","1","3197.65"
"O000256","P0017","5","6015.05"
"O000256","P0027","1","848.39"
"O000257","P0019","3","4995.06"
"O000258","P0005","5","14453.60"
"O000258","P0009","3","5233.89"
"O000259","P0004","5","28703.90"
"O000260","P0018","4","6384.40"
"O000261","P0026","3","3158.40"
"O000261","P0013","2","6801.12"
"O000261","P0007","4","5973.76"
"O000261","P0012","4","2583.28"
"O000262","P0018","5","8168.95"
"O000262","P0003","5","14230.20"
"O000262","P0024","4","5146.24"
"O000263","P0015","5","5071.65"
"O000263","P0006","4","13287.52"
"O000263","P0012","3","2149.05"
"O000263","P0027","4","3200.28"
"O000264","P0018","2","3290.06"
"O000265","P0024","1","1241.64"
"O000265","P0011","4","5923.96"
"O000265","P0005","1","2892.23"
"O000265","P0023","5","1690.70"
"O000266","P0014","4","2334.88"
"O000267","P0012","4","2735.32"
"O000267","P0024","2","2484.06"
"O000268","P0005","4","10860.20"
"O000268","P0019","2","2983.84"
"O000269","P0019","3","4936.92"
"O000269","P0001","5","27852.60"
"O000269","P0016","4","12158.12"
"O000269","P0011","5","7034.10"
"O000270","P0024","1","1278.29"
"O000270","P0012","1","667.82"
"O000270","P0014","3","1771.32"
"O000271","P0016","2","6585.26"
"O000272","P0007","1","1655.19"
"O000272","P0027","2","1482.00"
"O000272","P0016","3","7825.59"
"O000273","P0007","1","1679.13"
"O000273","P0014","3","1646.37"
"O000274","P0027","5","4153.05"
"O000274","P0026","1","1307.06"
"O000274","P0021","5","7263.45"
"O000275","P0030","4","9770.56"
"O000275","P0016","3","9770.85"
"O000275","P0017","5","5743.40"
"O000276","P0022","3","1509.33"
"O000276","P0003","5","14473.50"
"O000276","P0013","2","7800.02"
"O000276","P0007","2","3451.14"
"O000277","P0022","3","1509.66"
"O000277","P0001","4","21691.20"
"O000278","P0001","4","24181.48"
"O000279","P0023","4","1309.12"
"O000279","P0025","4","4672.92"
"O000280","P0030","4","9234.36"
"O000280","P0025","4","4730.68"
"O000280","P0012","3","1947.09"
"O000281","P0017","4","4452.20"
"O000281","P0020","2","2227.12"
"O000282","P0015","1","942.52"
"O000282","P0006","5","13176.80"
"O000283","P0019","1","1479.53"
"O000283","P0016","4","12371.36"
"O000283","P0018","2","3101.34"
"O000284","P0006","3","8957.85"
"O000284","P0025","3","3185.25"
"O000284","P0003","5","12360.20"
"O000285","P0008","5","6833.85"
"O000286","P0003","3","8313.90"
"O000286","P0021","4","5947.64"
"O000286","P0022","2","966.74"
"O000286","P0011","4","5198.88"
"O000287","P0021","5","6670.55"
"O000287","P0023","2","584.74"
"O000287","P0012","4","2373.96"
"O000287","P0011","4","4489.08"
"O000288","P0014","4","2148.40"
"O000289","P0024","3","3818.82"
"O000289","P0026","1","1319.02"
"O000289","P0012","2","1377.08"
"O000290","P0016","2","6669.68"
"O000290","P0009","2","3150.78"
"O000291","P0015","2","1914.62"
"O000291","P0027","2","1664.66"
"O000292","P0007","1","1679.92"
"O000292","P0009","4","7006.96"
"O000292","P0004","3","19547.40"
"O000293","P0014","3","1719.06"
"O000293","P0019","2","3239.40"
"O000294","P0004","1","5782.11"
"O000294","P0017","1","1156.39"
"O000295","P0001","1","5880.61"
"O000295","P0008","1","1390.38"
"O000295","P0022","3","1392.36"
"O000296","P0025","5","5674.00"
"O000296","P0002","1","2748.15"
"O000296","P0019","2","3260.30"
"O000297","P0024","4","5381.20"
"O000297","P0008","4","5610.36"
"O000297","P0001","2","12409.16"
"O000298","P0025","5","5344.90"
"O000299","P0013","1","3917.27"
"O000299","P0019","2","3114.80"
"O000300","P0010","5","11223.60"
"O000300","P0016","1","3148.85"
"O000301","P0027","2","1702.30"
"O000301","P0029","1","511.99"
"O000301","P0024","2","2604.76"
"O000302","P0016","2","6032.10"
"O000303","P0004","5","29267.65"
"O000303","P0017","5","6013.50"
"O000304","P0018","5","8411.10"
"O000304","P0026","3","3923.04"
"O000305","P0023","4","1198.68"
"O000306","P0007","3","4963.50"
"O000307","P0016","4","13453.68"
"O000307","P0030","1","2453.73"
"O000307","P0020","5","5809.90"
"O000307","P0003","2","5829.88"
"O000308","P0017","5","4911.95"
"O000309","P0003","2","5646.22"
"O000309","P0005","3","8158.68"
"O000310","P0014","3","1708.68"
"O000310","P0001","4","24060.76"
"O000311","P0006","2","6459.40"
"O000311","P0009","5","8725.80"
"O000312","P0004","5","31371.30"
"O000312","P0010","1","2273.09"
"O000313","P0028","4","9037.96"
"O000313","P0027","4","3171.16"
"O000313","P0025","1","1063.28"
"O000313","P0024","3","3922.23"
"O000314","P0022","2","975.18"
"O000314","P0011","3","4288.65"
"O000314","P0019","5","8035.25"
"O000315","P0029","1","579.89"
"O000315","P0018","3","5151.78"
"O000315","P0019","4","6664.56"
"O000316","P0028","3","6829.02"
"O000316","P0010","1","2492.35"
"O000316","P0002","5","13572.50"
"O000316","P0020","1","1164.86"
"O000317","P0003","1","2993.20"
"O000317","P0016","1","3074.40"
"O000317","P0006","4","13053.84"
"O000317","P0019","1","1663.94"
"O000318","P0011","4","5387.68"
"O000319","P0026","5","6511.00"
"O000320","P0013","2","6157.08"
"O000320","P0025","2","1906.46"
"O000320","P0003","2","5162.50"
"O000321","P0024","1","1307.36"
"O000321","P0014","2","1165.38"
"O000321","P0012","4","2861.72"
"O000321","P0013","2","7580.20"
"O000322","P0003","1","2640.05"
"O000322","P0018","1","1526.48"
"O000323","P0011","1","1337.78"
"O000323","P0024","5","5877.55"
"O000323","P0013","4","14746.08"
"O000324","P0026","1","1301.99"
"O000324","P0005","3","8169.99"
"O000324","P0017","3","3539.64"
"O000325","P0021","5","7572.50"
"O000325","P0030","4","10082.52"
"O000325","P0023","4","1297.72"
"O000326","P0009","5","8384.05"
"O000326","P0010","2","4516.02"
"O000326","P0020","5","5387.05"
"O000327","P0026","2","2267.80"
